iso_code3,Nation,Year,pop_lvst_initial_cattle_nondairy
ATG,Antigua and Barbuda,2034,3257.0
ATG,Antigua and Barbuda,2035,3257.0
ATG,Antigua and Barbuda,2036,3257.0
ATG,Antigua and Barbuda,2037,3257.0
ATG,Antigua and Barbuda,2038,3257.0
ATG,Antigua and Barbuda,2039,3257.0
ATG,Antigua and Barbuda,2040,3257.0
ATG,Antigua and Barbuda,2041,3257.0
ATG,Antigua and Barbuda,2042,3257.0
ATG,Antigua and Barbuda,2043,3257.0
ATG,Antigua and Barbuda,2044,3257.0
ATG,Antigua and Barbuda,2045,3257.0
ATG,Antigua and Barbuda,2046,3257.0
ATG,Antigua and Barbuda,2047,3257.0
ATG,Antigua and Barbuda,2048,3257.0
ATG,Antigua and Barbuda,2049,3257.0
ATG,Antigua and Barbuda,2050,3257.0
AUS,Australia,2023,24398826.0
AUS,Australia,2024,24398826.0
AUS,Australia,2025,24398826.0
AUS,Australia,2026,24398826.0
AUS,Australia,2027,24398826.0
AUS,Australia,2028,24398826.0
AUS,Australia,2029,24398826.0
AUS,Australia,2030,24398826.0
AUS,Australia,2031,24398826.0
AUS,Australia,2032,24398826.0
AUS,Australia,2033,24398826.0
AUS,Australia,2034,24398826.0
AUS,Australia,2035,24398826.0
AUS,Australia,2036,24398826.0
AUS,Australia,2037,24398826.0
AUS,Australia,2038,24398826.0
AUS,Australia,2039,24398826.0
AUS,Australia,2040,24398826.0
AUS,Australia,2041,24398826.0
AUS,Australia,2042,24398826.0
AUS,Australia,2043,24398826.0
AUS,Australia,2044,24398826.0
AUS,Australia,2045,24398826.0
AUS,Australia,2046,24398826.0
AUS,Australia,2047,24398826.0
AUS,Australia,2048,24398826.0
AUS,Australia,2049,24398826.0
AUS,Australia,2050,24398826.0
AUT,Austria,2023,1861070.0
AUT,Austria,2024,1861070.0
AUT,Austria,2025,1861070.0
AUT,Austria,2026,1861070.0
AUT,Austria,2027,1861070.0
AUT,Austria,2028,1861070.0
AUT,Austria,2029,1861070.0
AUT,Austria,2030,1861070.0
AUT,Austria,2031,1861070.0
AUT,Austria,2032,1861070.0
AUT,Austria,2033,1861070.0
AUT,Austria,2034,1861070.0
AUT,Austria,2035,1861070.0
AUT,Austria,2036,1861070.0
AUT,Austria,2037,1861070.0
AUT,Austria,2038,1861070.0
AUT,Austria,2039,1861070.0
AUT,Austria,2040,1861070.0
AUT,Austria,2041,1861070.0
AUT,Austria,2042,1861070.0
AUT,Austria,2043,1861070.0
AUT,Austria,2044,1861070.0
AUT,Austria,2045,1861070.0
AUT,Austria,2046,1861070.0
AUT,Austria,2047,1861070.0
AUT,Austria,2048,1861070.0
AUT,Austria,2049,1861070.0
AUT,Austria,2050,1861070.0
AZE,Azerbaijan,2023,2498179.0
AZE,Azerbaijan,2024,2498179.0
AZE,Azerbaijan,2025,2498179.0
AZE,Azerbaijan,2026,2498179.0
AZE,Azerbaijan,2027,2498179.0
AZE,Azerbaijan,2028,2498179.0
AZE,Azerbaijan,2029,2498179.0
AZE,Azerbaijan,2030,2498179.0
AZE,Azerbaijan,2031,2498179.0
AZE,Azerbaijan,2032,2498179.0
AZE,Azerbaijan,2033,2498179.0
AZE,Azerbaijan,2034,2498179.0
AZE,Azerbaijan,2035,2498179.0
AZE,Azerbaijan,2036,2498179.0
AZE,Azerbaijan,2037,2498179.0
AZE,Azerbaijan,2038,2498179.0
AZE,Azerbaijan,2039,2498179.0
AZE,Azerbaijan,2040,2498179.0
AZE,Azerbaijan,2041,2498179.0
AZE,Azerbaijan,2042,2498179.0
AZE,Azerbaijan,2043,2498179.0
AZE,Azerbaijan,2044,2498179.0
AZE,Azerbaijan,2045,2498179.0
AZE,Azerbaijan,2046,2498179.0
AZE,Azerbaijan,2047,2498179.0
AZE,Azerbaijan,2048,2498179.0
AZE,Azerbaijan,2049,2498179.0
AZE,Azerbaijan,2050,2498179.0
BDI,Burundi,2023,1028926.0
BDI,Burundi,2024,1028926.0
BDI,Burundi,2025,1028926.0
BDI,Burundi,2026,1028926.0
BDI,Burundi,2027,1028926.0
BDI,Burundi,2028,1028926.0
BDI,Burundi,2029,1028926.0
BDI,Burundi,2030,1028926.0
BDI,Burundi,2031,1028926.0
BDI,Burundi,2032,1028926.0
BDI,Burundi,2033,1028926.0
BDI,Burundi,2034,1028926.0
BDI,Burundi,2035,1028926.0
BDI,Burundi,2036,1028926.0
BDI,Burundi,2037,1028926.0
BDI,Burundi,2038,1028926.0
BDI,Burundi,2039,1028926.0
BDI,Burundi,2040,1028926.0
BDI,Burundi,2041,1028926.0
BDI,Burundi,2042,1028926.0
BDI,Burundi,2043,1028926.0
BDI,Burundi,2044,1028926.0
BDI,Burundi,2045,1028926.0
BDI,Burundi,2046,1028926.0
BDI,Burundi,2047,1028926.0
BDI,Burundi,2048,1028926.0
BDI,Burundi,2049,1028926.0
BDI,Burundi,2050,1028926.0
BEL,Belgium,2023,2286110.0
BEL,Belgium,2024,2286110.0
BEL,Belgium,2025,2286110.0
BEL,Belgium,2026,2286110.0
BEL,Belgium,2027,2286110.0
BEL,Belgium,2028,2286110.0
BEL,Belgium,2029,2286110.0
BEL,Belgium,2030,2286110.0
BEL,Belgium,2031,2286110.0
BEL,Belgium,2032,2286110.0
BEL,Belgium,2033,2286110.0
BEL,Belgium,2034,2286110.0
BEL,Belgium,2035,2286110.0
BEL,Belgium,2036,2286110.0
BEL,Belgium,2037,2286110.0
BEL,Belgium,2038,2286110.0
BEL,Belgium,2039,2286110.0
BEL,Belgium,2040,2286110.0
BEL,Belgium,2041,2286110.0
BEL,Belgium,2042,2286110.0
BEL,Belgium,2043,2286110.0
BEL,Belgium,2044,2286110.0
BEL,Belgium,2045,2286110.0
BEL,Belgium,2046,2286110.0
BEL,Belgium,2047,2286110.0
BEL,Belgium,2048,2286110.0
BEL,Belgium,2049,2286110.0
BEL,Belgium,2050,2286110.0
BEN,Benin,2023,2313666.0
BEN,Benin,2024,2313666.0
BEN,Benin,2025,2313666.0
BEN,Benin,2026,2313666.0
BEN,Benin,2027,2313666.0
BEN,Benin,2028,2313666.0
BEN,Benin,2029,2313666.0
BEN,Benin,2030,2313666.0
BEN,Benin,2031,2313666.0
BEN,Benin,2032,2313666.0
BEN,Benin,2033,2313666.0
BEN,Benin,2034,2313666.0
BEN,Benin,2035,2313666.0
BEN,Benin,2036,2313666.0
BEN,Benin,2037,2313666.0
BEN,Benin,2038,2313666.0
BEN,Benin,2039,2313666.0
BEN,Benin,2040,2313666.0
BEN,Benin,2041,2313666.0
BEN,Benin,2042,2313666.0
BEN,Benin,2043,2313666.0
BEN,Benin,2044,2313666.0
BEN,Benin,2045,2313666.0
BEN,Benin,2046,2313666.0
BEN,Benin,2047,2313666.0
BEN,Benin,2048,2313666.0
BEN,Benin,2049,2313666.0
BEN,Benin,2050,2313666.0
BFA,Burkina Faso,2023,10098518.0
BFA,Burkina Faso,2024,10098518.0
BFA,Burkina Faso,2025,10098518.0
BFA,Burkina Faso,2026,10098518.0
BFA,Burkina Faso,2027,10098518.0
BFA,Burkina Faso,2028,10098518.0
BFA,Burkina Faso,2029,10098518.0
BFA,Burkina Faso,2030,10098518.0
BFA,Burkina Faso,2031,10098518.0
BFA,Burkina Faso,2032,10098518.0
BFA,Burkina Faso,2033,10098518.0
BFA,Burkina Faso,2034,10098518.0
BFA,Burkina Faso,2035,10098518.0
BFA,Burkina Faso,2036,10098518.0
BFA,Burkina Faso,2037,10098518.0
BFA,Burkina Faso,2038,10098518.0
BFA,Burkina Faso,2039,10098518.0
BFA,Burkina Faso,2040,10098518.0
BFA,Burkina Faso,2041,10098518.0
BFA,Burkina Faso,2042,10098518.0
BFA,Burkina Faso,2043,10098518.0
BFA,Burkina Faso,2044,10098518.0
BFA,Burkina Faso,2045,10098518.0
BFA,Burkina Faso,2046,10098518.0
BFA,Burkina Faso,2047,10098518.0
BFA,Burkina Faso,2048,10098518.0
BFA,Burkina Faso,2049,10098518.0
BFA,Burkina Faso,2050,10098518.0
BGD,Bangladesh,2023,24700000.0
BGD,Bangladesh,2024,24700000.0
BGD,Bangladesh,2025,24700000.0
BGD,Bangladesh,2026,24700000.0
BGD,Bangladesh,2027,24700000.0
BGD,Bangladesh,2028,24700000.0
BGD,Bangladesh,2029,24700000.0
BGD,Bangladesh,2030,24700000.0
BGD,Bangladesh,2031,24700000.0
BGD,Bangladesh,2032,24700000.0
BGD,Bangladesh,2033,24700000.0
BGD,Bangladesh,2034,24700000.0
BGD,Bangladesh,2035,24700000.0
BGD,Bangladesh,2036,24700000.0
BGD,Bangladesh,2037,24700000.0
BGD,Bangladesh,2038,24700000.0
BGD,Bangladesh,2039,24700000.0
BGD,Bangladesh,2040,24700000.0
BGD,Bangladesh,2041,24700000.0
BGD,Bangladesh,2042,24700000.0
BGD,Bangladesh,2043,24700000.0
BGD,Bangladesh,2044,24700000.0
BGD,Bangladesh,2045,24700000.0
BGD,Bangladesh,2046,24700000.0
BGD,Bangladesh,2047,24700000.0
BGD,Bangladesh,2048,24700000.0
BGD,Bangladesh,2049,24700000.0
BGD,Bangladesh,2050,24700000.0
BGR,Bulgaria,2023,579860.0
BGR,Bulgaria,2024,579860.0
BGR,Bulgaria,2025,579860.0
BGR,Bulgaria,2026,579860.0
BGR,Bulgaria,2027,579860.0
BGR,Bulgaria,2028,579860.0
BGR,Bulgaria,2029,579860.0
BGR,Bulgaria,2030,579860.0
BGR,Bulgaria,2031,579860.0
BGR,Bulgaria,2032,579860.0
BGR,Bulgaria,2033,579860.0
BGR,Bulgaria,2034,579860.0
BGR,Bulgaria,2035,579860.0
BGR,Bulgaria,2036,579860.0
BGR,Bulgaria,2037,579860.0
BGR,Bulgaria,2038,579860.0
BGR,Bulgaria,2039,579860.0
BGR,Bulgaria,2040,579860.0
BGR,Bulgaria,2041,579860.0
BGR,Bulgaria,2042,579860.0
BGR,Bulgaria,2043,579860.0
BGR,Bulgaria,2044,579860.0
BGR,Bulgaria,2045,579860.0
BGR,Bulgaria,2046,579860.0
BGR,Bulgaria,2047,579860.0
BGR,Bulgaria,2048,579860.0
BGR,Bulgaria,2049,579860.0
BGR,Bulgaria,2050,579860.0
BHR,Bahrain,2023,7200.0
BHR,Bahrain,2024,7200.0
BHR,Bahrain,2025,7200.0
BHR,Bahrain,2026,7200.0
BHR,Bahrain,2027,7200.0
BHR,Bahrain,2028,7200.0
BHR,Bahrain,2029,7200.0
BHR,Bahrain,2030,7200.0
BHR,Bahrain,2031,7200.0
BHR,Bahrain,2032,7200.0
BHR,Bahrain,2033,7200.0
BHR,Bahrain,2034,7200.0
BHR,Bahrain,2035,7200.0
BHR,Bahrain,2036,7200.0
BHR,Bahrain,2037,7200.0
BHR,Bahrain,2038,7200.0
BHR,Bahrain,2039,7200.0
BHR,Bahrain,2040,7200.0
BHR,Bahrain,2041,7200.0
BHR,Bahrain,2042,7200.0
BHR,Bahrain,2043,7200.0
BHR,Bahrain,2044,7200.0
BHR,Bahrain,2045,7200.0
BHR,Bahrain,2046,7200.0
BHR,Bahrain,2047,7200.0
BHR,Bahrain,2048,7200.0
BHR,Bahrain,2049,7200.0
BHR,Bahrain,2050,7200.0
BHS,Bahamas,2023,742.0
BHS,Bahamas,2024,742.0
BHS,Bahamas,2025,742.0
BHS,Bahamas,2026,742.0
BHS,Bahamas,2027,742.0
BHS,Bahamas,2028,742.0
BHS,Bahamas,2029,742.0
BHS,Bahamas,2030,742.0
BHS,Bahamas,2031,742.0
BHS,Bahamas,2032,742.0
BHS,Bahamas,2033,742.0
BHS,Bahamas,2034,742.0
BHS,Bahamas,2035,742.0
BHS,Bahamas,2036,742.0
BHS,Bahamas,2037,742.0
BHS,Bahamas,2038,742.0
BHS,Bahamas,2039,742.0
BHS,Bahamas,2040,742.0
BHS,Bahamas,2041,742.0
BHS,Bahamas,2042,742.0
BHS,Bahamas,2043,742.0
BHS,Bahamas,2044,742.0
BHS,Bahamas,2045,742.0
BHS,Bahamas,2046,742.0
BHS,Bahamas,2047,742.0
BHS,Bahamas,2048,742.0
BHS,Bahamas,2049,742.0
BHS,Bahamas,2050,742.0
BIH,Bosnia and Herzegovina,2023,339169.0
BIH,Bosnia and Herzegovina,2024,339169.0
BIH,Bosnia and Herzegovina,2025,339169.0
BIH,Bosnia and Herzegovina,2026,339169.0
BIH,Bosnia and Herzegovina,2027,339169.0
BIH,Bosnia and Herzegovina,2028,339169.0
BIH,Bosnia and Herzegovina,2029,339169.0
BIH,Bosnia and Herzegovina,2030,339169.0
BIH,Bosnia and Herzegovina,2031,339169.0
BIH,Bosnia and Herzegovina,2032,339169.0
BIH,Bosnia and Herzegovina,2033,339169.0
BIH,Bosnia and Herzegovina,2034,339169.0
BIH,Bosnia and Herzegovina,2035,339169.0
BIH,Bosnia and Herzegovina,2036,339169.0
BIH,Bosnia and Herzegovina,2037,339169.0
BIH,Bosnia and Herzegovina,2038,339169.0
BIH,Bosnia and Herzegovina,2039,339169.0
BIH,Bosnia and Herzegovina,2040,339169.0
BIH,Bosnia and Herzegovina,2041,339169.0
BIH,Bosnia and Herzegovina,2042,339169.0
BIH,Bosnia and Herzegovina,2043,339169.0
BIH,Bosnia and Herzegovina,2044,339169.0
BIH,Bosnia and Herzegovina,2045,339169.0
BIH,Bosnia and Herzegovina,2046,339169.0
BIH,Bosnia and Herzegovina,2047,339169.0
BIH,Bosnia and Herzegovina,2048,339169.0
BIH,Bosnia and Herzegovina,2049,339169.0
BIH,Bosnia and Herzegovina,2050,339169.0
BLR,Belarus,2023,4209300.0
BLR,Belarus,2024,4209300.0
BLR,Belarus,2025,4209300.0
BLR,Belarus,2026,4209300.0
BLR,Belarus,2027,4209300.0
BLR,Belarus,2028,4209300.0
BLR,Belarus,2029,4209300.0
BLR,Belarus,2030,4209300.0
BLR,Belarus,2031,4209300.0
BLR,Belarus,2032,4209300.0
BLR,Belarus,2033,4209300.0
BLR,Belarus,2034,4209300.0
BLR,Belarus,2035,4209300.0
BLR,Belarus,2036,4209300.0
BLR,Belarus,2037,4209300.0
BLR,Belarus,2038,4209300.0
BLR,Belarus,2039,4209300.0
BLR,Belarus,2040,4209300.0
BLR,Belarus,2041,4209300.0
BLR,Belarus,2042,4209300.0
BLR,Belarus,2043,4209300.0
BLR,Belarus,2044,4209300.0
BLR,Belarus,2045,4209300.0
BLR,Belarus,2046,4209300.0
BLR,Belarus,2047,4209300.0
BLR,Belarus,2048,4209300.0
BLR,Belarus,2049,4209300.0
BLR,Belarus,2050,4209300.0
BLZ,Belize,2023,104785.0
BLZ,Belize,2024,104785.0
BLZ,Belize,2025,104785.0
BLZ,Belize,2026,104785.0
BLZ,Belize,2027,104785.0
BLZ,Belize,2028,104785.0
BLZ,Belize,2029,104785.0
BLZ,Belize,2030,104785.0
BLZ,Belize,2031,104785.0
BLZ,Belize,2032,104785.0
BLZ,Belize,2033,104785.0
BLZ,Belize,2034,104785.0
BLZ,Belize,2035,104785.0
BLZ,Belize,2036,104785.0
BLZ,Belize,2037,104785.0
BLZ,Belize,2038,104785.0
BLZ,Belize,2039,104785.0
BLZ,Belize,2040,104785.0
BLZ,Belize,2041,104785.0
BLZ,Belize,2042,104785.0
BLZ,Belize,2043,104785.0
BLZ,Belize,2044,104785.0
BLZ,Belize,2045,104785.0
BLZ,Belize,2046,104785.0
BLZ,Belize,2047,104785.0
BLZ,Belize,2048,104785.0
BLZ,Belize,2049,104785.0
BLZ,Belize,2050,104785.0
BOL,Bolivia (Plurinational State of),2023,10739448.0
BOL,Bolivia (Plurinational State of),2024,10739448.0
BOL,Bolivia (Plurinational State of),2025,10739448.0
BOL,Bolivia (Plurinational State of),2026,10739448.0
BOL,Bolivia (Plurinational State of),2027,10739448.0
BOL,Bolivia (Plurinational State of),2028,10739448.0
BOL,Bolivia (Plurinational State of),2029,10739448.0
BOL,Bolivia (Plurinational State of),2030,10739448.0
BOL,Bolivia (Plurinational State of),2031,10739448.0
BOL,Bolivia (Plurinational State of),2032,10739448.0
BOL,Bolivia (Plurinational State of),2033,10739448.0
BOL,Bolivia (Plurinational State of),2034,10739448.0
BOL,Bolivia (Plurinational State of),2035,10739448.0
BOL,Bolivia (Plurinational State of),2036,10739448.0
BOL,Bolivia (Plurinational State of),2037,10739448.0
BOL,Bolivia (Plurinational State of),2038,10739448.0
BOL,Bolivia (Plurinational State of),2039,10739448.0
BOL,Bolivia (Plurinational State of),2040,10739448.0
BOL,Bolivia (Plurinational State of),2041,10739448.0
BOL,Bolivia (Plurinational State of),2042,10739448.0
BOL,Bolivia (Plurinational State of),2043,10739448.0
BOL,Bolivia (Plurinational State of),2044,10739448.0
BOL,Bolivia (Plurinational State of),2045,10739448.0
BOL,Bolivia (Plurinational State of),2046,10739448.0
BOL,Bolivia (Plurinational State of),2047,10739448.0
BOL,Bolivia (Plurinational State of),2048,10739448.0
BOL,Bolivia (Plurinational State of),2049,10739448.0
BOL,Bolivia (Plurinational State of),2050,10739448.0
BRA,Brazil,2023,234352649.0
BRA,Brazil,2024,234352649.0
BRA,Brazil,2025,234352649.0
BRA,Brazil,2026,234352649.0
BRA,Brazil,2027,234352649.0
BRA,Brazil,2028,234352649.0
BRA,Brazil,2029,234352649.0
BRA,Brazil,2030,234352649.0
BRA,Brazil,2031,234352649.0
BRA,Brazil,2032,234352649.0
BRA,Brazil,2033,234352649.0
BRA,Brazil,2034,234352649.0
BRA,Brazil,2035,234352649.0
BRA,Brazil,2036,234352649.0
BRA,Brazil,2037,234352649.0
BRA,Brazil,2038,234352649.0
BRA,Brazil,2039,234352649.0
BRA,Brazil,2040,234352649.0
BRA,Brazil,2041,234352649.0
BRA,Brazil,2042,234352649.0
BRA,Brazil,2043,234352649.0
BRA,Brazil,2044,234352649.0
BRA,Brazil,2045,234352649.0
BRA,Brazil,2046,234352649.0
BRA,Brazil,2047,234352649.0
BRA,Brazil,2048,234352649.0
BRA,Brazil,2049,234352649.0
BRA,Brazil,2050,234352649.0
BRB,Barbados,2023,12239.0
BRB,Barbados,2024,12239.0
BRB,Barbados,2025,12239.0
BRB,Barbados,2026,12239.0
BRB,Barbados,2027,12239.0
BRB,Barbados,2028,12239.0
BRB,Barbados,2029,12239.0
BRB,Barbados,2030,12239.0
BRB,Barbados,2031,12239.0
BRB,Barbados,2032,12239.0
BRB,Barbados,2033,12239.0
BRB,Barbados,2034,12239.0
BRB,Barbados,2035,12239.0
BRB,Barbados,2036,12239.0
BRB,Barbados,2037,12239.0
BRB,Barbados,2038,12239.0
BRB,Barbados,2039,12239.0
BRB,Barbados,2040,12239.0
BRB,Barbados,2041,12239.0
BRB,Barbados,2042,12239.0
BRB,Barbados,2043,12239.0
BRB,Barbados,2044,12239.0
BRB,Barbados,2045,12239.0
BRB,Barbados,2046,12239.0
BRB,Barbados,2047,12239.0
BRB,Barbados,2048,12239.0
BRB,Barbados,2049,12239.0
BRB,Barbados,2050,12239.0
BRN,Brunei Darussalam,2023,367.0
BRN,Brunei Darussalam,2024,367.0
BRN,Brunei Darussalam,2025,367.0
BRN,Brunei Darussalam,2026,367.0
BRN,Brunei Darussalam,2027,367.0
BRN,Brunei Darussalam,2028,367.0
BRN,Brunei Darussalam,2029,367.0
BRN,Brunei Darussalam,2030,367.0
BRN,Brunei Darussalam,2031,367.0
BRN,Brunei Darussalam,2032,367.0
BRN,Brunei Darussalam,2033,367.0
BRN,Brunei Darussalam,2034,367.0
BRN,Brunei Darussalam,2035,367.0
BRN,Brunei Darussalam,2036,367.0
BRN,Brunei Darussalam,2037,367.0
BRN,Brunei Darussalam,2038,367.0
BRN,Brunei Darussalam,2039,367.0
BRN,Brunei Darussalam,2040,367.0
BRN,Brunei Darussalam,2041,367.0
BRN,Brunei Darussalam,2042,367.0
BRN,Brunei Darussalam,2043,367.0
BRN,Brunei Darussalam,2044,367.0
BRN,Brunei Darussalam,2045,367.0
BRN,Brunei Darussalam,2046,367.0
BRN,Brunei Darussalam,2047,367.0
BRN,Brunei Darussalam,2048,367.0
BRN,Brunei Darussalam,2049,367.0
BRN,Brunei Darussalam,2050,367.0
BTN,Bhutan,2023,254897.0
BTN,Bhutan,2024,254897.0
BTN,Bhutan,2025,254897.0
BTN,Bhutan,2026,254897.0
BTN,Bhutan,2027,254897.0
BTN,Bhutan,2028,254897.0
BTN,Bhutan,2029,254897.0
BTN,Bhutan,2030,254897.0
BTN,Bhutan,2031,254897.0
BTN,Bhutan,2032,254897.0
BTN,Bhutan,2033,254897.0
BTN,Bhutan,2034,254897.0
BTN,Bhutan,2035,254897.0
BTN,Bhutan,2036,254897.0
BTN,Bhutan,2037,254897.0
BTN,Bhutan,2038,254897.0
BTN,Bhutan,2039,254897.0
BTN,Bhutan,2040,254897.0
BTN,Bhutan,2041,254897.0
BTN,Bhutan,2042,254897.0
BTN,Bhutan,2043,254897.0
BTN,Bhutan,2044,254897.0
BTN,Bhutan,2045,254897.0
BTN,Bhutan,2046,254897.0
BTN,Bhutan,2047,254897.0
BTN,Bhutan,2048,254897.0
BTN,Bhutan,2049,254897.0
BTN,Bhutan,2050,254897.0
BWA,Botswana,2023,1002119.0
BWA,Botswana,2024,1002119.0
