iso_code3,Nation,Year,frac_inen_energy_recycled_rubber_and_leather_gasoline
AUS,Australia,2020,0.008192090395480226
AUT,Austria,2000,0.015236427320490367
AUT,Austria,2001,0.02011308562197092
AUT,Austria,2002,0.015517241379310345
AUT,Austria,2003,0.015148514851485148
AUT,Austria,2004,0.015918367346938776
AUT,Austria,2005,0.01844758064516129
AUT,Austria,2006,0.01677215189873418
AUT,Austria,2007,0.013755458515283843
AUT,Austria,2008,0.011018957345971565
AUT,Austria,2009,0.012565445026178011
AUT,Austria,2010,0.014690721649484536
AUT,Austria,2011,0.014438502673796792
AUT,Austria,2012,0.014173228346456693
AUT,Austria,2013,0.003770949720670391
AUT,Austria,2014,0.004192546583850932
AUT,Austria,2015,0.005016722408026757
AUT,Austria,2016,0.004672897196261682
AUT,Austria,2017,0.003818181818181819
AUT,Austria,2018,0.0022813688212927757
AUT,Austria,2019,0.0011111111111111113
AUT,Austria,2020,0.0006465517241379311
AZE,Azerbaijan,2000,0.06666666666666667
AZE,Azerbaijan,2001,0.0
AZE,Azerbaijan,2002,0.11470588235294119
AZE,Azerbaijan,2003,0.084375
AZE,Azerbaijan,2004,0.075
AZE,Azerbaijan,2005,0.039999999999999994
AZE,Azerbaijan,2006,0.02857142857142857
AZE,Azerbaijan,2007,0.018
AZE,Azerbaijan,2008,0.024324324324324322
AZE,Azerbaijan,2009,0.01818181818181818
AZE,Azerbaijan,2010,0.00909090909090909
AZE,Azerbaijan,2011,0.008823529411764707
AZE,Azerbaijan,2012,0.0034883720930232558
AZE,Azerbaijan,2013,0.003846153846153846
AZE,Azerbaijan,2014,0.00375
AZE,Azerbaijan,2015,0.003125
AZE,Azerbaijan,2016,0.007692307692307692
AZE,Azerbaijan,2017,0.003370786516853933
AZE,Azerbaijan,2018,0.0
AZE,Azerbaijan,2019,0.004017857142857143
AZE,Azerbaijan,2020,0.0
BEL,Belgium,2000,0.004567600487210719
BEL,Belgium,2001,0.006409438775510205
BEL,Belgium,2002,0.0079628400796284
BEL,Belgium,2003,0.0038541666666666668
BEL,Belgium,2004,0.004289026275115919
BEL,Belgium,2005,0.0020581113801452786
BEL,Belgium,2006,0.0009756097560975611
BEL,Belgium,2007,0.0015570934256055363
BEL,Belgium,2008,0.0012605042016806723
BEL,Belgium,2009,0.0013986013986013988
BEL,Belgium,2010,0.002033898305084746
BEL,Belgium,2011,0.0006718924972004479
BEL,Belgium,2012,0.0006888633754305397
BEL,Belgium,2013,0.0006586169045005489
BEL,Belgium,2014,0.0007989347536617842
BEL,Belgium,2015,0.0007594936708860759
BEL,Belgium,2016,0.0008152173913043479
BEL,Belgium,2017,0.0005867014341590612
BEL,Belgium,2018,0.0005747126436781608
BEL,Belgium,2019,0.0006419400855920113
BEL,Belgium,2020,0.0007475083056478405
BGR,Bulgaria,2000,0.06597510373443984
BGR,Bulgaria,2001,0.058506224066390035
BGR,Bulgaria,2002,0.05341614906832298
BGR,Bulgaria,2003,0.04269662921348314
BGR,Bulgaria,2004,0.04421965317919075
BGR,Bulgaria,2005,0.03548707753479126
BGR,Bulgaria,2006,0.032821497120921306
BGR,Bulgaria,2007,0.02341772151898734
BGR,Bulgaria,2008,0.018793503480278424
BGR,Bulgaria,2009,0.017621776504297994
BGR,Bulgaria,2010,0.01660899653979239
BGR,Bulgaria,2011,0.014432989690721652
BGR,Bulgaria,2012,0.01111111111111111
BGR,Bulgaria,2013,0.008602150537634409
BGR,Bulgaria,2014,0.00689655172413793
BGR,Bulgaria,2015,0.006474820143884891
BGR,Bulgaria,2016,0.0021428571428571425
BGR,Bulgaria,2017,0.0037634408602150544
BGR,Bulgaria,2018,0.003249097472924187
BGR,Bulgaria,2019,0.0034883720930232553
BGR,Bulgaria,2020,0.0034246575342465747
BIH,Bosnia and Herzegovina,2000,0.0
BIH,Bosnia and Herzegovina,2001,0.0
BIH,Bosnia and Herzegovina,2002,0.0
BIH,Bosnia and Herzegovina,2003,0.0
BIH,Bosnia and Herzegovina,2004,0.0
BIH,Bosnia and Herzegovina,2005,0.0
BIH,Bosnia and Herzegovina,2006,0.0
BIH,Bosnia and Herzegovina,2007,0.0
BIH,Bosnia and Herzegovina,2008,0.0
BIH,Bosnia and Herzegovina,2009,0.0
BIH,Bosnia and Herzegovina,2010,0.0
BIH,Bosnia and Herzegovina,2011,0.0
BIH,Bosnia and Herzegovina,2012,0.0
BIH,Bosnia and Herzegovina,2013,0.02596153846153846
BIH,Bosnia and Herzegovina,2014,0.0225
BIH,Bosnia and Herzegovina,2015,0.021774193548387097
BIH,Bosnia and Herzegovina,2016,0.042187499999999996
BIH,Bosnia and Herzegovina,2017,0.02967032967032967
BIH,Bosnia and Herzegovina,2018,0.030612244897959183
BIH,Bosnia and Herzegovina,2019,0.04261363636363636
BIH,Bosnia and Herzegovina,2020,0.0391304347826087
BLR,Belarus,2000,0.0
BLR,Belarus,2001,0.0023867809057527547
BLR,Belarus,2002,0.0026209677419354836
BLR,Belarus,2003,0.0017810026385224277
BLR,Belarus,2004,0.0031598513011152425
BLR,Belarus,2005,0.003136531365313653
BLR,Belarus,2006,0.003227848101265823
BLR,Belarus,2007,0.003497942386831276
BLR,Belarus,2008,0.005006418485237484
BLR,Belarus,2009,0.0027977044476327115
BLR,Belarus,2010,0.0015697674418604652
BLR,Belarus,2011,0.004721549636803875
BLR,Belarus,2012,0.000768245838668374
BLR,Belarus,2013,0.0033596837944664033
BLR,Belarus,2014,0.0028550512445095167
BLR,Belarus,2015,0.004200988467874795
BLR,Belarus,2016,0.004146341463414634
BLR,Belarus,2017,0.006219512195121952
BLR,Belarus,2018,0.0048267326732673276
BLR,Belarus,2019,0.006521739130434783
BLR,Belarus,2020,0.0
BRA,Brazil,2000,0.03622557349192863
BRA,Brazil,2001,0.03183851487363006
BRA,Brazil,2002,0.028576010262989098
BRA,Brazil,2003,0.017514374170720923
BRA,Brazil,2004,0.015834004834810636
BRA,Brazil,2005,0.015253227408143001
BRA,Brazil,2006,0.01441512406459236
BRA,Brazil,2007,0.014362001124227097
BRA,Brazil,2008,0.014804193037974686
BRA,Brazil,2009,0.01525371917668637
BRA,Brazil,2010,0.009544917257683213
BRA,Brazil,2011,0.011366348448687351
BRA,Brazil,2012,0.010890983079888627
BRA,Brazil,2013,0.01116294206986331
BRA,Brazil,2014,0.011516787978398686
BRA,Brazil,2015,0.009692923898531373
BRA,Brazil,2016,0.008635847986386839
BRA,Brazil,2017,0.0075684380032206115
BRA,Brazil,2018,0.006443719412724306
BRA,Brazil,2019,0.006449375866851595
BRA,Brazil,2020,0.007366071428571428
CAN,Canada,2000,0.0038002980625931448
CAN,Canada,2001,0.005565610859728507
CAN,Canada,2002,0.0035491905354919045
CAN,Canada,2003,0.004224
CAN,Canada,2004,0.00432361611529643
CAN,Canada,2005,0.0029594446474241875
CAN,Canada,2006,0.0019093078758949881
CAN,Canada,2007,0.002059773828756058
CAN,Canada,2008,0.0016659262549977788
CAN,Canada,2009,0.0018360830228845136
CAN,Canada,2010,0.0016320474777448072
CAN,Canada,2011,0.0017147117296222667
CAN,Canada,2012,0.0015212981744421906
CAN,Canada,2013,0.0022137404580152673
CAN,Canada,2014,0.0013592750533049044
CAN,Canada,2015,0.0013785180930499716
CAN,Canada,2016,0.0011430246189917934
CAN,Canada,2017,0.0011579572446555819
CAN,Canada,2018,0.0007766990291262136
CAN,Canada,2019,0.0003919007184846506
CAN,Canada,2020,0.0005647590361445783
CHE,Switzerland,2000,0.05861650485436893
CHE,Switzerland,2001,0.0625301204819277
CHE,Switzerland,2002,0.053125
CHE,Switzerland,2003,0.05196078431372549
CHE,Switzerland,2004,0.05127795527156549
CHE,Switzerland,2005,0.046703296703296704
CHE,Switzerland,2006,0.045373665480427046
CHE,Switzerland,2007,0.03927272727272728
CHE,Switzerland,2008,0.03709090909090909
CHE,Switzerland,2009,0.044933920704845816
CHE,Switzerland,2010,0.047142857142857146
CHE,Switzerland,2011,0.04072398190045249
CHE,Switzerland,2012,0.03716216216216217
CHE,Switzerland,2013,0.041284403669724766
CHE,Switzerland,2014,0.036255924170616106
CHE,Switzerland,2015,0.03203883495145631
CHE,Switzerland,2016,0.03268156424581005
CHE,Switzerland,2017,0.02868852459016393
CHE,Switzerland,2018,0.03
CHE,Switzerland,2019,0.02513966480446927
CHE,Switzerland,2020,0.023493975903614458
CHL,Chile,2000,0.0
CHL,Chile,2001,0.0
CHL,Chile,2002,0.0
CHL,Chile,2003,0.0
CHL,Chile,2004,0.0
CHL,Chile,2005,0.0
CHL,Chile,2006,0.0
CHL,Chile,2007,0.0
CHL,Chile,2008,0.0
CHL,Chile,2009,0.0
CHL,Chile,2010,0.0
CHL,Chile,2011,0.0
CHL,Chile,2012,0.0
CHL,Chile,2013,0.0
CHL,Chile,2014,0.0
CHL,Chile,2015,0.0
CHL,Chile,2016,0.0
CHL,Chile,2017,0.0
CHL,Chile,2018,0.0
CHL,Chile,2019,0.0
CHL,Chile,2020,0.0
COL,Colombia,2000,0.0
COL,Colombia,2001,0.0
COL,Colombia,2002,0.0
COL,Colombia,2003,0.0
COL,Colombia,2004,0.0
COL,Colombia,2005,0.0
COL,Colombia,2006,0.008046490835940992
COL,Colombia,2007,0.00465456674473068
COL,Colombia,2008,0.006237769080234834
COL,Colombia,2009,0.004993252361673415
COL,Colombia,2010,0.004285714285714286
COL,Colombia,2011,0.0032687651331719135
COL,Colombia,2012,0.0012670107930549037
COL,Colombia,2013,0.001096892138939671
COL,Colombia,2014,0.0010044642857142858
COL,Colombia,2015,0.0011645962732919255
COL,Colombia,2016,0.0021809369951534736
COL,Colombia,2017,0.0014280274181264281
COL,Colombia,2018,0.0013522215067611075
COL,Colombia,2019,0.001380368098159509
COL,Colombia,2020,0.0
CYP,Cyprus,2000,0.0
CYP,Cyprus,2001,0.0
CYP,Cyprus,2002,0.0
CYP,Cyprus,2003,0.0
CYP,Cyprus,2004,0.0
CYP,Cyprus,2005,0.0
CYP,Cyprus,2006,0.0
CYP,Cyprus,2007,0.0
CYP,Cyprus,2008,0.0
CYP,Cyprus,2009,0.0
CYP,Cyprus,2010,0.0
CYP,Cyprus,2011,0.0
CYP,Cyprus,2012,0.0
CYP,Cyprus,2013,0.0
CYP,Cyprus,2014,0.0
CYP,Cyprus,2015,0.0
CYP,Cyprus,2016,0.0
CYP,Cyprus,2017,0.0
CYP,Cyprus,2018,0.0
CYP,Cyprus,2019,0.0
CYP,Cyprus,2020,0.0
DEU,Germany,2000,0.014562174032390886
DEU,Germany,2001,0.014562297359888838
DEU,Germany,2002,0.014046292739147138
DEU,Germany,2003,0.015068373071528751
DEU,Germany,2004,0.011624203821656052
DEU,Germany,2005,0.011366493086730111
DEU,Germany,2006,0.01069790448781365
DEU,Germany,2007,0.01078475538336787
DEU,Germany,2008,0.01122877487675735
DEU,Germany,2009,0.011406844106463877
DEU,Germany,2010,0.015086167593690164
DEU,Germany,2011,0.008403081605478408
DEU,Germany,2012,0.008385451746367747
DEU,Germany,2013,0.007442409923213231
DEU,Germany,2014,0.005648157445526659
DEU,Germany,2015,0.005178416013925153
DEU,Germany,2016,0.005017886493280478
DEU,Germany,2017,0.005067078467329409
DEU,Germany,2018,0.004691235059760956
DEU,Germany,2019,0.004568132210788899
DEU,Germany,2020,0.004556354916067146
DNK,Denmark,2000,0.013675832127351666
DNK,Denmark,2001,0.014935064935064935
DNK,Denmark,2002,0.014423076923076922
DNK,Denmark,2003,0.01770981507823613
DNK,Denmark,2004,0.018169014084507044
DNK,Denmark,2005,0.017252396166134186
DNK,Denmark,2006,0.014427860696517414
DNK,Denmark,2007,0.013789868667917447
DNK,Denmark,2008,0.008116883116883116
DNK,Denmark,2009,0.007746478873239438
DNK,Denmark,2010,0.00746606334841629
DNK,Denmark,2011,0.006144578313253012
DNK,Denmark,2012,0.0022058823529411764
DNK,Denmark,2013,0.002155172413793104
DNK,Denmark,2014,0.0031250000000000006
DNK,Denmark,2015,0.004041916167664671
DNK,Denmark,2016,0.0039589442815249265
DNK,Denmark,2017,0.003846153846153846
DNK,Denmark,2018,0.004310344827586207
DNK,Denmark,2019,0.004360465116279071
DNK,Denmark,2020,0.0022388059701492534
ESP,Spain,2000,0.02299009900990099
ESP,Spain,2001,0.02696428571428571
ESP,Spain,2002,0.02654192654192654
ESP,Spain,2003,0.028600333253987153
ESP,Spain,2004,0.026080726056842612
ESP,Spain,2005,0.03126215953307394
ESP,Spain,2006,0.030917327293318232
ESP,Spain,2007,0.035351989505902924
ESP,Spain,2008,0.03595890410958904
ESP,Spain,2009,0.031087360594795537
ESP,Spain,2010,0.035706432105552494
ESP,Spain,2011,0.03389299943084804
ESP,Spain,2012,0.026824817518248174
ESP,Spain,2013,0.009295774647887325
ESP,Spain,2014,0.010880829015544042
ESP,Spain,2015,0.014425244177310295
ESP,Spain,2016,0.013688946015424164
ESP,Spain,2017,0.013394919168591223
ESP,Spain,2018,0.011205073995771671
ESP,Spain,2019,0.010388349514563109
ESP,Spain,2020,0.009832635983263598
EST,Estonia,2000,0.011267605633802816
EST,Estonia,2001,0.013452914798206277
EST,Estonia,2002,0.011111111111111113
EST,Estonia,2003,0.013940520446096656
EST,Estonia,2004,0.014125560538116595
EST,Estonia,2005,0.016406250000000004
EST,Estonia,2006,0.016578947368421054
EST,Estonia,2007,0.026946107784431135
EST,Estonia,2008,0.01016949152542373
EST,Estonia,2009,0.006593406593406593
EST,Estonia,2010,0.0
EST,Estonia,2011,0.008823529411764706
EST,Estonia,2012,0.00923076923076923
EST,Estonia,2013,0.010169491525423728
EST,Estonia,2014,0.009836065573770493
EST,Estonia,2015,0.010909090909090908
EST,Estonia,2016,0.012499999999999999
EST,Estonia,2017,0.0
EST,Estonia,2018,0.0
EST,Estonia,2019,0.01923076923076923
EST,Estonia,2020,0.004166666666666667
FIN,Finland,2000,0.07085106382978723
FIN,Finland,2001,0.07070484581497798
FIN,Finland,2002,0.059859154929577454
FIN,Finland,2003,0.061893203883495146
FIN,Finland,2004,0.05703125
FIN,Finland,2005,0.05205882352941176
FIN,Finland,2006,0.046875
FIN,Finland,2007,0.04741379310344827
FIN,Finland,2008,0.04120879120879121
FIN,Finland,2009,0.021
FIN,Finland,2010,0.0371900826446281
FIN,Finland,2011,0.03
FIN,Finland,2012,0.024683544303797468
FIN,Finland,2013,0.02846715328467153
FIN,Finland,2014,0.03170731707317073
FIN,Finland,2015,0.023181818181818182
FIN,Finland,2016,0.018
FIN,Finland,2017,0.013043478260869565
FIN,Finland,2018,0.006818181818181819
FIN,Finland,2019,0.0
FIN,Finland,2020,0.0
FRA,France,2000,0.0233991825613079
FRA,France,2001,0.02284440039643211
FRA,France,2002,0.016016317843206812
FRA,France,2003,0.017125550660792948
FRA,France,2004,0.017825914149443563
FRA,France,2005,0.014238134887593668
FRA,France,2006,0.012251117431938234
FRA,France,2007,0.012468703054581871
FRA,France,2008,0.012324492979719187
FRA,France,2009,0.00982142857142857
FRA,France,2010,0.008868060562364815
FRA,France,2011,0.00708904109589041
FRA,France,2012,0.00840909090909091
FRA,France,2013,0.010651537335285505
FRA,France,2014,0.01068
FRA,France,2015,0.011138014527845037
FRA,France,2016,0.008658346333853355
FRA,France,2017,0.007709251101321586
FRA,France,2018,0.010219780219780221
FRA,France,2019,0.008751027115858668
FRA,France,2020,0.00847953216374269
GBR,United Kingdom,2000,0.008468328644873412
GBR,United Kingdom,2001,0.008534795372129166
GBR,United Kingdom,2002,0.006862560135836242
GBR,United Kingdom,2003,0.006264025758610596
GBR,United Kingdom,2004,0.004397344228804903
GBR,United Kingdom,2005,0.006308478827047362
GBR,United Kingdom,2006,0.0074542284219703565
GBR,United Kingdom,2007,0.006933148184883952
GBR,United Kingdom,2008,0.0034821428571428573
GBR,United Kingdom,2009,0.0035559520774917155
GBR,United Kingdom,2010,0.0036916281026504005
GBR,United Kingdom,2011,0.0033528024261484895
GBR,United Kingdom,2012,0.003703703703703704
GBR,United Kingdom,2013,0.0032718393922951707
GBR,United Kingdom,2014,0.0031914893617021275
GBR,United Kingdom,2015,0.003517857142857143
GBR,United Kingdom,2016,0.0034914361001317524
GBR,United Kingdom,2017,0.0037554979136122705
GBR,United Kingdom,2018,0.0034729315628192034
GBR,United Kingdom,2019,0.0035310734463276836
GBR,United Kingdom,2020,0.003779289493575208
GEO,Georgia,2000,0.0
GEO,Georgia,2001,0.0
GEO,Georgia,2002,0.0
GEO,Georgia,2003,0.0
GEO,Georgia,2004,0.0
GEO,Georgia,2005,0.0
GEO,Georgia,2006,0.0
GEO,Georgia,2007,0.0
GEO,Georgia,2008,0.0
GEO,Georgia,2009,0.0
GEO,Georgia,2010,0.0
GEO,Georgia,2011,0.0
GEO,Georgia,2012,0.0
GEO,Georgia,2013,0.0
GEO,Georgia,2014,0.0
GEO,Georgia,2015,0.0
GEO,Georgia,2016,0.0
GEO,Georgia,2017,0.0
GEO,Georgia,2018,0.0
GEO,Georgia,2019,0.0
GEO,Georgia,2020,0.0
GRC,Greece,2000,0.07204861111111112
GRC,Greece,2001,0.06516393442622952
GRC,Greece,2002,0.06396508728179552
GRC,Greece,2003,0.05816708229426434
GRC,Greece,2004,0.05407458563535911
GRC,Greece,2005,0.06015228426395939
GRC,Greece,2006,0.05573012939001847
GRC,Greece,2007,0.04763157894736842
GRC,Greece,2008,0.033262711864406776
GRC,Greece,2009,0.038746803069053704
GRC,Greece,2010,0.03579088471849866
GRC,Greece,2011,0.03197492163009405
GRC,Greece,2012,0.023316062176165806
GRC,Greece,2013,0.028021978021978027
GRC,Greece,2014,0.03260869565217391
GRC,Greece,2015,0.025190839694656488
GRC,Greece,2016,0.02254335260115607
GRC,Greece,2017,0.028301886792452827
GRC,Greece,2018,0.011650485436893204
GRC,Greece,2019,0.013259668508287293
GRC,Greece,2020,0.010194174757281554
HRV,Croatia,2000,0.038936170212765964
HRV,Croatia,2001,0.045625
HRV,Croatia,2002,0.04559471365638766
HRV,Croatia,2003,0.04399038461538461
HRV,Croatia,2004,0.045205479452054796
HRV,Croatia,2005,0.04507389162561576
HRV,Croatia,2006,0.03708791208791209
HRV,Croatia,2007,0.03575581395348837
HRV,Croatia,2008,0.024999999999999998
HRV,Croatia,2009,0.025510204081632654
HRV,Croatia,2010,0.01875
HRV,Croatia,2011,0.0144
HRV,Croatia,2012,0.0144
HRV,Croatia,2013,0.010619469026548672
HRV,Croatia,2014,0.010619469026548674
HRV,Croatia,2015,0.0052173913043478265
HRV,Croatia,2016,0.01111111111111111
HRV,Croatia,2017,0.00857142857142857
HRV,Croatia,2018,0.0105
HRV,Croatia,2019,0.008823529411764706
HRV,Croatia,2020,0.006976744186046511
HUN,Hungary,2000,0.004363636363636364
HUN,Hungary,2001,0.00404040404040404
HUN,Hungary,2002,0.004225352112676056
HUN,Hungary,2003,0.0
HUN,Hungary,2004,0.0
HUN,Hungary,2005,0.0
HUN,Hungary,2006,0.0
HUN,Hungary,2007,0.0
HUN,Hungary,2008,0.0
HUN,Hungary,2009,0.0
HUN,Hungary,2010,0.0
HUN,Hungary,2011,0.0
HUN,Hungary,2012,0.0
HUN,Hungary,2013,0.0014970059880239522
HUN,Hungary,2014,0.0015856236786469346
HUN,Hungary,2015,0.0016019417475728155
HUN,Hungary,2016,0.001534883720930233
HUN,Hungary,2017,0.0013947590870667795
HUN,Hungary,2018,0.0019559902200489
HUN,Hungary,2019,0.0023170731707317068
HUN,Hungary,2020,0.0018955349620893007
IRL,Ireland,2000,0.056597222222222215
IRL,Ireland,2001,0.0593984962406015
IRL,Ireland,2002,0.049568965517241374
IRL,Ireland,2003,0.03567073170731707
IRL,Ireland,2004,0.023076923076923078
IRL,Ireland,2005,0.024041811846689895
IRL,Ireland,2006,0.023949579831932775
IRL,Ireland,2007,0.02537313432835821
IRL,Ireland,2008,0.035567010309278356
IRL,Ireland,2009,0.04272727272727273
IRL,Ireland,2010,0.04537037037037039
IRL,Ireland,2011,0.03310344827586206
IRL,Ireland,2012,0.031914893617021274
IRL,Ireland,2013,0.031985294117647056
IRL,Ireland,2014,0.026359832635983266
IRL,Ireland,2015,0.024603174603174603
IRL,Ireland,2016,0.020484581497797354
IRL,Ireland,2017,0.023181818181818185
IRL,Ireland,2018,0.025438596491228063
IRL,Ireland,2019,0.024999999999999994
IRL,Ireland,2020,0.02545454545454545
ITA,Italy,2000,0.022400105848107962
ITA,Italy,2001,0.020756309989335232
ITA,Italy,2002,0.02437598875021972
ITA,Italy,2003,0.025567733450241124
ITA,Italy,2004,0.021278286889844775
ITA,Italy,2005,0.018671076368009625
ITA,Italy,2006,0.016740717232624564
ITA,Italy,2007,0.020036304456685028
ITA,Italy,2008,0.02108529369317362
ITA,Italy,2009,0.015320910973084885
ITA,Italy,2010,0.0131503920171062
ITA,Italy,2011,0.005624624022458393
ITA,Italy,2012,0.01065035799522673
ITA,Italy,2013,0.010442260442260442
ITA,Italy,2014,0.009418311633767324
ITA,Italy,2015,0.011107512953367874
ITA,Italy,2016,0.012133072407045012
ITA,Italy,2017,0.008993839835728953
ITA,Italy,2018,0.007980076303518439
ITA,Italy,2019,0.006025641025641026
ITA,Italy,2020,0.005282702443699089
JPN,Japan,2000,0.07731627592425608
JPN,Japan,2001,0.07954260294285388
JPN,Japan,2002,0.08028720626631854
JPN,Japan,2003,0.07939710420128177
JPN,Japan,2004,0.07555758683729433
JPN,Japan,2005,0.06814326107445806
JPN,Japan,2006,0.0649747656813266
JPN,Japan,2007,0.052580645161290324
JPN,Japan,2008,0.05717959267640403
JPN,Japan,2009,0.05561213434452871
JPN,Japan,2010,0.0512071299638989
JPN,Japan,2011,0.05477375565610859
JPN,Japan,2012,0.05813124108416547
JPN,Japan,2013,0.056791443850267395
JPN,Japan,2014,0.05249191810344827
JPN,Japan,2015,0.04132025761124122
JPN,Japan,2016,0.04140767824497258
JPN,Japan,2017,0.039501607717041795
JPN,Japan,2018,0.04281842818428184
JPN,Japan,2019,0.03820939334637965
JPN,Japan,2020,0.04061353784594864
KAZ,Kazakhstan,2000,0.037500000000000006
KAZ,Kazakhstan,2001,0.03445945945945947
KAZ,Kazakhstan,2002,0.03400000000000001
KAZ,Kazakhstan,2003,0.03227848101265823
KAZ,Kazakhstan,2004,0.031481481481481485
KAZ,Kazakhstan,2005,0.15000000000000002
KAZ,Kazakhstan,2006,0.15000000000000002
KAZ,Kazakhstan,2007,0.15
KAZ,Kazakhstan,2008,0.011016949152542373
KAZ,Kazakhstan,2009,0.027464788732394368
KAZ,Kazakhstan,2010,0.016666666666666666
KAZ,Kazakhstan,2011,0.026470588235294117
KAZ,Kazakhstan,2012,0.01753246753246753
KAZ,Kazakhstan,2013,0.020454545454545454
KAZ,Kazakhstan,2014,0.016265060240963854
KAZ,Kazakhstan,2015,0.014210526315789474
KAZ,Kazakhstan,2016,0.01115702479338843
KAZ,Kazakhstan,2017,0.011440677966101693
KAZ,Kazakhstan,2018,0.009917355371900827
KAZ,Kazakhstan,2019,0.011214953271028037
KAZ,Kazakhstan,2020,0.0
LTU,Lithuania,2000,0.008163265306122448
LTU,Lithuania,2001,0.004026845637583892
LTU,Lithuania,2002,0.0037735849056603774
LTU,Lithuania,2003,0.005838323353293413
LTU,Lithuania,2004,0.00639344262295082
LTU,Lithuania,2005,0.009042553191489361
LTU,Lithuania,2006,0.004316546762589929
LTU,Lithuania,2007,0.0053811659192825115
LTU,Lithuania,2008,0.00684931506849315
LTU,Lithuania,2009,0.006108597285067874
LTU,Lithuania,2010,0.006192660550458717
LTU,Lithuania,2011,0.004772727272727273
LTU,Lithuania,2012,0.00560747663551402
LTU,Lithuania,2013,0.005504587155963302
LTU,Lithuania,2014,0.005921052631578947
LTU,Lithuania,2015,0.007330827067669172
LTU,Lithuania,2016,0.006382978723404257
LTU,Lithuania,2017,0.005018587360594796
LTU,Lithuania,2018,0.00528169014084507
LTU,Lithuania,2019,0.006088560885608858
LTU,Lithuania,2020,0.008035714285714287
LUX,Luxembourg,2000,0.0017045454545454547
LUX,Luxembourg,2001,0.0020134228187919465
LUX,Luxembourg,2002,0.002647058823529412
LUX,Luxembourg,2003,0.002459016393442623
LUX,Luxembourg,2004,0.003092783505154639
LUX,Luxembourg,2005,0.0031413612565445023
LUX,Luxembourg,2006,0.0017045454545454547
LUX,Luxembourg,2007,0.0016949152542372879
LUX,Luxembourg,2008,0.0008982035928143712
LUX,Luxembourg,2009,0.000974025974025974
LUX,Luxembourg,2010,0.0019354838709677422
LUX,Luxembourg,2011,0.0007109004739336494
LUX,Luxembourg,2012,0.000735294117647059
LUX,Luxembourg,2013,0.0007281553398058254
LUX,Luxembourg,2014,0.0
LUX,Luxembourg,2015,0.0
LUX,Luxembourg,2016,0.0009740259740259741
LUX,Luxembourg,2017,0.0
LUX,Luxembourg,2018,0.0
